car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,lat,lon
MP5,BLK 52/57 MARINE TERRACE,37220.0664,32048.6387,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3061096468902536,103.9161651966588
MP5M,BLK 47A MARINE CRESCENT,36809.7582,31975.4666,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N,1.30544802439507,103.91247836691682
MP5S,BLK 45 MARINE CRESCENT,36819.8751,31889.6622,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.3046720374995568,103.91256924764114
MP6,BLK 50/50A/53 MARINE TERRACE,37244.1328,31980.8496,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.305496579624917,103.91638142426899
MP6M,BLK 77A MARINE DRIVE,36343.2232,31627.1688,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N,1.3022982737557671,103.90828624158999
MP6S,BLK 77 MARINE DRIVE,36356.2562,31612.4137,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3021648304353686,103.90840334501875
MP7,BLK 54/55/56/58/59 MARINE TERRACE,37055.7578,31990.209,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.305581278339966,103.91468879090617
MR3,BLK 1/2 MAUDE ROAD,30868.3965,32223.6387,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3076935258199809,103.85909249026982
MR4,BLK 7 KING GEORGE AVENUE,30966.4004,32248.0234,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.307914043177162,103.85997310433213
MR5,"BLK 804/805, 809 MAUDE ROAD",31057.5078,32274.7238,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.5,N,1.3081555032749403,103.86079175042126
MR6,BLK 8 FRENCH ROAD,31029.1022,32165.4648,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.307167406305095,103.86053650188934
MR7,BLK 801/802 FRENCH ROAD,31013.0397,32209.1946,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N,1.3075628847261713,103.86039217693863
M1,BLK 85 TO 94/92A PIPIT ROAD,33911.4824,33924.4674,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3230747811611208,103.88643638826375
M16,BLK 37 CIRCUIT ROAD,33937.7242,34516.7499,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.328431167089842,103.88667229933563
M20,BLK 65 & 80 CIRCUIT RD,34003.7503,34423.7894,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.327590452652672,103.88726556178922
M25,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT RD,34105.2715,34051.7061,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.3242254443101478,103.88817771100908
M28,BLK 82A/83 MACPHERSON LANE,33769.1354,34814.6793,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3311255664042676,103.88515749278584
M29,BLK 12 TO 14 MERPATI RD,33423.9102,34401.875,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.327392375485808,103.8820553785564
M3,BLK 19 TO 21/23/24/30/32 BALAM RD,33830.3378,34765.5068,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.330680856227534,103.88570742110423
M32,BLK 120 TO 124 PAYA LEBAR WAY,33506.0078,33840.2109,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3223128712377599,103.88279296947923
M33,BLK 125 TO 126 ALJUNIED ROAD,33436.9727,33943.3672,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3232457923541545,103.88217267100775
M34,BLK 81/82 MACPHERSON LANE,33822.8767,34967.5382,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3325079573001064,103.88564041748502
M35,BLK 41 TO 42 CIRCUIT ROAD,33853.4512,34389.6627,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,1.3272818522606582,103.88591503597382
M36,BLK 43 CIRCUIT ROAD,33802.3661,34325.7124,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,1.3267035184005462,103.88545599646353
M37,BLK 38 TO 40 CIRCUIT ROAD,33818.9546,34433.4006,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,1.327677408792968,103.88560507356982
M38,BLK 63 TO 64 CIRCUIT ROAD,34027.245,34375.424,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3271530486482284,103.88747666495254
M4,BLK 22/34/36 CIRCUIT RD,34047.6106,34582.1714,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3290227940584038,103.88765970175466
NBRM,BLK 13 NORTH BRIDGE ROAD MSCP,31304.4327,31815.6323,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,1.3040036166790785,103.86301043995869
NTL,BLK 601 - 605A/D TAMPINES AVE 9/ ST 61,39322.4773,38244.2282,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,1.3621395753090633,103.93505862697702
NT1,BLK 601 TAMPINES AVE 9,39457.9515,38139.8942,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.3611959653243388,103.93627591213485
NT2,BLK 605 TAMPINES ST 61,39463.5572,38242.0507,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.3621198286235536,103.93632632224286
NT3,BLK 609 TAMPINES NTH DR 1,39454.1027,38455.323,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.3640485877681479,103.93624144919549
NT4,613 TAMPINES NTH DR 1,39451.0111,38606.4942,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.365415725148265,103.93621372719734
NT5,BLK 618 TAMPINES STREET 61,39861.432,38191.3771,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,N,1.3616613990271338,103.93990146973212
PDC4,BLK 475 CHOA CHU KANG AVE 3,17475.2563,39985.5474,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,1.377887715243388,103.73874607750521
PDC5,BLK 533A CHOA CHU KANG ST 51,17989.9222,41499.0296,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.0,N,1.3915752693009897,103.74337020617514
PDJ3,BLK 399 YUNG SHENG RD,15435.0187,35211.8516,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.1,Y,1.3347153913634862,103.7204150770085
PDJ7,BLK 762A JURONG WEST ST 75,12930.5286,36787.2543,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.0,N,1.348961590640248,103.6979100644812
PDL1,BLK 168 PUNGGOL FIELD,36861.9823,41783.2542,BASEMENT CAR PARK,ELECTRONIC PARKING,NO,NO,NO,2,2.15,Y,1.3941460662993008,103.91295050922301
PDL2,681 PUNGGOL DR,36877.2059,42724.8608,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y,1.4026616050921867,103.91308759266336
PDP4,BLK 446A FAJAR ROAD,21106.05,40635.5878,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N,1.3837675231487208,103.77137123961276
PDP5,BLK 524A JELAPANG ROAD,20516.3308,40817.8945,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,N,1.3854160932518762,103.76607212381201
PDQ5,BLK 57 DAWSON RD,25514.1791,30563.4425,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N,1.2926793297693575,103.81098242424287
PDR2,BLK 258 PASIR RIS ST 21,42604.5156,38773.6442,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,1.9,N,1.3669259778172473,103.96455015442626
PDR6,BLK 624A ELIAS RD,40065.8952,39988.2066,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.0,N,1.377911171618817,103.941739436251
PDR7,BLK 734 PASIR RIS ST 72,39453.4352,40190.3477,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.0,N,1.3797395060386948,103.93623612163682
PDS1,BLK 118 RIVERVALE DR,35624.873,40823.859,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.3854699982857863,103.90183385802831
PDT8,BLK 866A TAMPINES ST 83,39261.5396,37495.72,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y,1.3553703676578661,103.93451077983568
PDW5,BLK 548 WOODLANDS DR 44,23640.69,45832.6288,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N,1.430768168523692,103.79414610222362
PDW7,BLK 768 WOODLANDS AVE 6,24076.3392,47457.4236,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.4454622849389198,103.79806059150008
PDW8,BLK 888A WOODLANDS DR 50,23752.5835,46647.3671,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,1.4381363820727702,103.79515144765371
PD8W,BLK 883A WOODLANDS ST 82,23295.7544,47198.0451,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N,1.4431164400349459,103.79104630681424
PLB1,BLK 440 PASIR RIS DRIVE 4,41971.3984,39012.3008,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,0.0,N,1.3690846037201392,103.95886128429359
PL10,BLK 174 PUNGGOL FIELD,36567.6957,42059.8507,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3966475919363968,103.9103061939582
PL11,BLK 175 PUNGGOL FIELD,36383.4393,42222.0385,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3981144128367327,103.90865055016071
PL12,BLK 137 EDGEDALE PLAINS,36467.5455,41586.9263,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.3923706667284796,103.9094061273353
PL13,BLK 131 EDGEDALE PLAINS,36576.967,41721.609,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.393588655489077,103.91038940445095
PL14,BLK 292 PUNGGOL CENTRAL,35982.6704,42695.5596,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.402396877545782,103.90504945007199
PL15,BLK 171 EDGEDALE PLAINS,36821.298,41862.4746,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.394862518876474,103.91258495275935
PL16,BLK 180 EDGEFIELD PLAINS,36463.3164,42276.7143,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.398608857408182,103.90936832589146
PL17,BLK 642 PUNGGOL DRIVE,37244.6093,42288.7308,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3987172907709293,103.91638887397853
PL18,BLK 162 PUNGGOL CENTRAL,37013.9934,41998.5248,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3960928474761425,103.9143165150233
PL19,"BLK 186-188,190-192 PUNGGOL CENTRAL",36545.1733,42395.6863,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,2,2.15,Y,1.3996847723542243,103.91010391092
PL20,BLK 638 PUNGGOL DRIVE,37111.8432,42381.4517,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3995558665879635,103.9151958930252
PL21,BLK 166 PUNGGOL CENTRAL,37141.8926,41874.4571,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3949707847951462,103.91546575186811
PL22,BLK 644 PUNGGOL CENTRAL,37191.4597,42180.6537,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.1,N,1.3977398982918712,103.91591124799345
PL23,BLK 201 PUNGGOL FIELD,35831.2383,42404.7448,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.3997668965998606,103.90368863010566
PL24,BLK 178 & 193 EDGEFIELD PLAINS,36348.4338,42380.9942,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,2,2.15,Y,1.399551959959701,103.90833604330295
PL25,BLK 172 EDGEDALE PLAINS,36731.4595,41935.1533,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.3955198255395458,103.91177770471045
PL26,BLK 650 PUNGGOL CENTRAL,37123.7973,42130.2229,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.3972838421569984,103.91530323143355
PL27,BLK 204 PUNGGOL FIELD,35762.7151,42260.5799,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.3984631405322812,103.90307285517707
PL28,BLK 194 PUNGGOL ROAD,36145.8836,42652.6976,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.402009203670775,103.90651604233216
PL29,BLK 633 PUNGGOL DRIVE,36897.0646,42490.1374,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,Y,1.4005388470136555,103.91326596736566
PL30,BLK 170D PUNGGOL EAST,36989.2194,41806.2447,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,Y,1.3943539447375108,103.91409384167922
PL31,BLK 301 PUNGGOL CENTRAL,36110.4866,42837.2882,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,8,2.15,N,1.4036785832909144,103.90619802299028
PL32,BLK 302 PUNGGOL PLACE,35933.3863,42966.5081,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,10,2.15,N,1.404847250017243,103.90460666624091
PL33,BLK 621A - 621B EDGEFIELD WALK,36521.4363,42569.3563,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.4012553870089186,103.90989066575953
PL34,BLK 603 PUNGGOL ROAD,36309.071,42857.6068,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.4038622806100258,103.90798247324136
PL35,BLK 602 PUNGGOL CENTRAL,36232.401,42775.4525,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.4031193293259538,103.90729350674668
PL36,BLK 305 PUNGGOL ROAD,36113.2644,43096.1637,COVERED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,N,1.4060197574757531,103.90622305636523
PL37,BLK 614 EDGEFIELD PLAINS,36495.4409,42788.2417,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.403234913754393,103.90965714004727
PL38,BLK 612 PUNGGOL DRIVE,36381.5675,42939.0974,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.404599230619106,103.90863393763149
PL39,BLK 267 PUNGGOL FIELD,35192.9049,42872.8244,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N,1.4040002035818007,103.89795280345771
PL40,BLK 270 PUNGGOL FIELD,35326.1743,42841.9622,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N,1.4037210635186188,103.89915033137798
PL41,BLK 273 PUNGGOL PLACE,35636.9282,42723.6586,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.4026510883226655,103.90194268043494
PL42,BLK 616 PUNGGOL DRIVE,36722.4823,42665.6779,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N,1.402126423994564,103.9116972566312
PL43,BLK 288 PUNGGOL PLACE,35765.2615,42620.0879,COVERED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,N,1.401714398550345,103.90309583273712
PL44,BLK 206A PUNGGOL PLACE,35568.6186,42304.0762,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,3.8,N,1.3988565566526316,103.90132875322429
PL45,BLK 169 PUNGGOL FIELD,37034.4487,41726.1275,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N,1.3936293802076938,103.91450023771424
PL46,BLK 624 PUNGGOL CENTRAL,36714.9868,42459.2349,COVERED CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,N,1.4002594317477912,103.91162984145232
PL47,BLK 207 PUNGGOL PLACE,35522.7156,42499.8392,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,7,2.15,N,1.4006269776141667,103.90091632843102
PL48,BLK 271 PUNGGOL WALK,35463.4411,42762.8004,COVERED CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,N,1.4030051179067946,103.9003837664827
PL49,BLK 210 PUNGGOL PLACE,35463.2889,42357.9568,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,11,2.15,N,1.399343860504847,103.90038229474285
PL50,BLK 211 PUNGGOL WALK,35358.2193,42587.4444,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N,1.4014192894388873,103.89943821756715
PL51,BLK 213 PUNGGOL WALK,35273.4071,42431.6579,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.4000104347776516,103.8986760716583
PL52,BLK 312 SUMANG LINK,35583.2467,43557.8383,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.4101951180886203,103.9014605268482
PL53,BLK 266 PUNGGOL WAY,35221.6263,43013.9553,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.4052765326468857,103.8982109241821
PL54,BLK 259 PUNGGOL FIELD,34902.6149,42928.77,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.4045062262447876,103.89534432107789
PL55,BLK 261 PUNGGOL WAY,35069.2354,43028.1349,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N,1.4054048056345314,103.89684156866583
PL56,BLK 672 EDGEFIELD PLAINS,36726.0925,43212.3119,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N,1.4070699794626311,103.91172986197324
PL57,BLK 665 PUNGGOL DRIVE,37055.2239,42642.9595,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.40192086453342,103.91468720451996
PL58,663  PUNGGOL DRIVE,37289.3261,42421.1514,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3999148394641892,103.9167907326518
PL59,BLK 308 PUNGGOL WALK,35282.797,43327.1927,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y,1.408109321653477,103.8987606726913
PL60,BLK 670 EDGEFIELD PLAINS,36896.1695,43074.4327,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.4058229986447524,103.9132581035146
PL61,BLK 678 PUNGGOL DRIVE,36410.0435,43106.6938,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.406114902513313,103.9088898667469
PL62,BLK 256 SUMANG WALK,34923.1009,43042.4085,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.4055339264168494,103.89552843195226
PL63,BLK 677 PUNGGOL DRIVE,36486.8089,43065.2274,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.4057398730818171,103.90957965561822
PL64,BLK 676 PUNGGOL DRIVE,36557.4238,43015.7992,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N,1.405292841698459,103.91021417456241
PL65,BLK 310 PUNGGOL WALK,35389.8621,43509.9902,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.15,Y,1.4097624479246225,103.89972278958648
PL66,BLK 121 EDGEDALE PLAINS,36352.1816,41721.0087,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.3935832922158464,103.90836953101963
PL67,BLK 314 PUNGGOL WAY,35143.9937,43367.4988,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.4084738701672708,103.89751341807988
PL68,BLK 217 SUMANG WALK,34935.4135,42745.609,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N,1.4028497771467345,103.89563899984982
PL69,BLK 661 EDGEDALE PLAINS,37380.9995,42710.8525,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.4025347595532835,103.91761458579195
PL70,BLK 226 SUMANG LANE,34673.3293,42770.8483,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.4030780940805136,103.89328396343747
PL71,BLK 682 EDGEDALE PLAINS EDGEDALE PLAINS,37178.9151,42875.7489,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N,1.4040260868198655,103.91579874451506
PL72,BLK 222 SUMANG LANE SUMANG LANE,34784.0419,42552.2276,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.4011009423466587,103.89427875623969
PL73,BLK 228 PUNGGOL FIELD,34533.1571,42794.7856,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.403294606434495,103.89202440609529
PL74,BLK 233 SUMANG LANE,34486.264,42569.8371,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.4012602647548866,103.89160298259338
PL75,BLK 325 SUMANG WALK,35281.7517,43917.728,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N,1.4134499069115278,103.89875142895733
PL76,BLK 326 SUMANG WALK SUMANG WALK,35345.9447,43901.2419,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.4133007962434279,103.8993282542364
PL77,BLK 659 PUNGGOL EAST ROAD,37596.6187,42542.5155,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.4010123109754917,103.91955204475867
PL78,BLK 322 SUMANG WALK,35143.0392,43671.1572,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.4112200458616644,103.89750491628355
PL80,BLK 407A-407B NORTHSHORE WALK,35655.2525,44286.5897,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.4167856591181156,103.90210775404442
PL81,BLK 421A NORTHSHORE DRIVE,35919.5379,44619.0472,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,Y,1.4197922102831944,103.90448268138054
PL82,BLK 413A NORTHSHORE DR,35450.915,44307.2069,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,Y,1.4169721676214293,103.90027160812328
PL83,BLK 419A NORTHSHORE DRIVE,35655.8827,44477.4339,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,Y,1.4185115837826359,103.9021134678738
