carpark_number,update_datetime,total_lots,lot_type,lots_available
BE3,2022-07-01T00:44:18,306,C,53
BE3R,2022-07-01T00:44:18,195,C,111
B8B,2022-07-01T00:57:21,249,C,125
HE12,2022-06-30T23:00:59,105,C,56
HLM,2022-07-01T01:58:55,583,C,482
RHM,2022-06-30T23:00:59,329,C,134
BM29,2022-07-01T01:58:59,97,C,81
Q81,2022-07-01T01:58:55,96,C,72
C20,2022-07-01T01:58:45,177,C,129
FR3M,2022-07-01T01:58:56,228,C,160
C32,2022-07-01T01:58:52,289,C,104
C6,2022-07-01T01:59:09,332,C,112
TG2,2022-07-01T01:58:53,273,C,83
BP1,2022-07-01T01:59:02,543,C,176
TG1,2022-07-01T01:58:55,133,C,46
TGM2,2022-07-01T01:58:53,189,C,120
TE14,2022-07-01T01:59:09,138,C,26
BM3,2022-07-01T01:59:04,48,C,2
BM9,2018-12-17T07:42:34,612,C,121
HG44,2022-07-01T01:56:56,155,C,45
HG64,2022-07-01T01:56:58,82,C,40
PM27,2022-07-01T01:57:14,326,C,108
PM28,2022-07-01T01:57:13,305,C,67
TM36,2022-07-01T01:56:50,225,C,46
TM37,2022-07-01T01:57:11,244,C,57
T50,2022-07-01T01:57:02,350,C,100
T51,2022-07-01T01:57:15,346,C,24
TM43,2022-07-01T01:57:15,247,C,186
T15,2022-07-01T01:57:03,30,C,15
T16,2022-07-01T01:57:16,109,C,23
T17,2022-07-01T01:57:06,228,C,77
T18,2022-07-01T01:57:05,81,C,55
B9,2022-07-01T01:56:48,213,C,99
B10,2022-07-01T01:57:09,516,C,159
B14,2018-10-29T09:18:49,208,C,61
WCB,2022-07-01T01:56:50,143,C,86
ACB,2022-07-01T01:57:50,93,C,62
CY,2022-07-01T01:57:50,31,C,2
AM46,2022-07-01T01:58:59,408,C,53
A12,2022-07-01T01:58:29,205,C,86
BE45,2022-07-01T01:58:36,363,C,51
BE39,2022-07-01T01:58:33,707,C,152
BE40,2019-06-18T10:58:35,339,C,201
RCB,2017-03-31T12:00:21,320,C,181
CR29,2022-07-01T01:56:59,56,C,0
KLM,2022-07-01T01:55:52,352,C,280
SE34,2022-07-01T01:58:36,270,C,44
KB7,2022-07-01T01:59:51,65,C,52
SE31,2022-07-01T01:58:22,187,C,5
J56,2022-07-01T01:58:26,15,C,12
J57,2022-07-01T01:56:47,362,C,335
J57L,2022-07-01T01:56:47,13,C,7
J33,2022-07-01T01:58:37,129,C,42
J34,2022-07-01T01:55:36,123,C,41
BL8,2022-07-01T01:58:19,679,C,351
J36,2022-07-01T01:58:18,482,C,56
J54,2022-07-01T01:54:45,226,C,162
J55,2022-07-01T01:57:53,141,C,68
J43,2022-07-01T01:57:24,190,C,53
J46,2022-07-01T01:58:35,63,C,44
KB1,2022-07-01T01:56:15,239,C,43
GBM,2022-07-01T01:56:15,677,C,310
SE14,2022-07-01T01:58:46,187,C,43
SE50,2022-07-01T01:58:47,591,C,356
J40,2022-07-01T01:58:07,206,C,8
JM1,2022-07-01T01:58:46,268,C,101
J32,2022-07-01T01:58:46,199,C,67
A11,2022-07-01T01:58:21,368,C,127
TR1,2022-07-01T01:58:16,391,C,91
JBM,2022-07-01T01:58:50,342,C,211
TE2,2022-07-01T01:59:01,213,C,124
CR31,2022-07-01T01:56:19,93,C,14
J1,2022-07-01T01:55:58,368,C,113
J2,2022-07-01T01:58:11,200,C,84
J3,2022-07-01T01:57:42,308,C,109
T37,2022-07-01T01:57:04,1163,C,386
KB3,2022-07-01T01:58:04,149,C,53
KBM,2022-07-01T01:57:55,239,C,127
J4,2022-07-01T01:58:34,172,C,25
TGM1,2022-07-01T01:58:52,388,C,204
TG3,2022-07-01T01:58:51,208,C,59
TG6,2022-07-01T01:58:51,176,C,68
TG7,2022-07-01T01:58:51,362,C,128
CR30,2022-07-01T01:57:09,54,C,0
RCM,2022-07-01T01:57:09,151,C,53
EPM,2022-07-01T01:59:10,286,C,119
TGM3,2022-07-01T01:58:55,553,C,164
KB14,2022-07-01T01:56:40,58,C,45
J41,2022-07-01T01:58:49,350,C,74
JBM2,2022-07-01T01:59:01,144,C,25
J39,2022-07-01T01:59:01,250,C,43
J52,2022-07-01T01:57:33,626,C,2
J51,2022-07-01T01:58:30,655,C,255
J53,2022-07-01T01:55:31,215,C,40
T19,2022-07-01T01:56:50,881,C,94
J49,2022-07-01T01:56:32,922,C,498
J27,2022-07-01T01:58:13,291,C,42
TB14,2022-07-01T01:58:49,43,C,0
U19,2022-07-01T01:58:58,501,C,198
U6,2022-07-01T01:58:18,95,C,54
U45,2022-07-01T01:58:58,159,C,34
BBM7,2022-07-01T01:57:39,175,C,148
BE12,2022-07-01T01:58:38,459,C,112
HG41,2022-07-01T01:56:48,461,C,46
HG43,2022-07-01T01:56:57,487,C,130
MN1,2022-07-01T01:57:32,257,C,47
MNRM,2022-07-01T01:57:46,355,C,154
MN2,2022-07-01T01:57:56,303,C,83
C7,2022-06-30T20:18:10,459,C,218
C17,2022-07-01T01:46:10,66,C,42
C20M,2022-07-01T01:58:57,550,C,438
T41,2022-07-01T01:56:50,202,C,128
T42,2022-07-01T01:57:14,86,C,34
TM42,2022-07-01T01:56:51,261,C,230
J48,2022-07-01T01:58:46,745,C,201
BH1,2022-07-01T01:55:19,57,C,52
BH2,2022-07-01T01:57:36,47,C,40
BKE7,2022-07-01T01:55:50,172,C,156
BR5,2022-07-01T01:58:50,150,C,24
BRM3,2022-07-01T01:57:20,406,C,154
BRM4,2022-07-01T01:57:53,176,C,33
M16,2022-07-01T01:58:03,124,C,19
M20,2022-07-01T01:58:18,36,C,5
M35,2022-07-01T01:58:35,91,C,4
M36,2022-07-01T01:57:56,17,C,0
M37,2022-07-01T01:55:00,35,C,0
M38,2022-07-01T01:57:32,39,C,1
MM3,2022-07-01T01:57:34,222,C,126
MP12,2022-07-01T01:57:26,220,C,71
MP13,2022-07-01T01:57:26,396,C,188
MP1M,2022-07-01T01:57:02,522,C,247
PP1,2022-07-01T01:58:06,257,C,29
PP2,2022-07-01T01:54:51,192,C,119
PP3,2022-07-01T01:57:15,345,C,75
PP4,2022-07-01T01:58:54,166,C,0
PP5,2022-07-01T01:58:21,346,C,53
TP10,2022-07-01T01:57:37,83,C,29
TP14,2022-07-01T01:55:55,53,C,2
TP16,2022-07-01T01:55:27,668,C,609
TP17,2022-07-01T01:58:42,119,C,62
TP18,2022-07-01T01:57:51,383,C,352
TP2,2022-07-01T01:57:09,85,C,13
TPMG,2022-07-01T01:57:46,116,C,74
TP36,2022-07-01T01:55:08,247,C,0
TPM4,2022-07-01T01:57:09,343,C,99
TPM5,2022-07-01T01:57:09,342,C,170
TPM6,2022-07-01T01:55:08,358,C,121
TP27,2022-07-01T01:57:46,257,C,117
TPMN,2022-07-01T01:55:26,815,C,412
TPMP,2022-07-01T01:57:47,808,C,157
WDB1,2022-07-01T01:56:46,75,C,14
Y23,2022-07-01T01:58:36,823,C,220
Y24,2022-07-01T01:58:36,181,C,58
Y56,2022-07-01T01:58:47,45,C,8
BBM1,2022-07-01T01:58:45,406,C,187
BBM8,2022-07-01T01:54:46,329,C,131
BJ10,2022-07-01T01:55:33,310,C,41
BJ11,2022-07-01T01:56:20,100,C,0
BJ12,2022-07-01T01:56:59,550,C,64
BJ17,2022-07-01T01:59:00,172,C,82
BJ18,2022-07-01T01:59:00,324,C,50
BJ28,2022-07-01T01:57:58,669,C,318
BJ3,2022-07-01T01:58:22,1054,C,157
BJ33,2022-07-01T01:55:33,366,C,224
BJ42,2022-07-01T01:57:54,450,C,130
BJ45,2022-07-01T01:55:46,232,C,130
CK21,2020-03-26T14:26:12,192,C,142
U48,2022-07-01T01:57:51,93,C,28
U5,2022-07-01T01:57:59,101,C,37
JM14,2022-07-01T01:58:30,490,C,231
JM12,2022-07-01T01:58:05,462,C,214
W39,2022-07-01T01:58:38,210,C,0
PL67,2022-07-01T01:58:31,735,C,286
W2,2017-12-04T10:54:50,1000,C,19
W1,2017-12-04T10:54:50,1000,C,53
U9,2022-07-01T01:55:03,400,C,0
U26,2022-07-01T01:58:46,595,C,108
U25,2022-07-01T01:58:53,625,C,125
U24T,2022-07-01T01:58:12,46,C,14
U24,2022-07-01T01:58:12,364,C,46
U23,2022-07-01T01:58:22,713,C,149
U22,2022-07-01T01:56:46,495,C,84
U21,2022-07-01T01:58:05,313,C,66
U2,2022-07-01T01:58:20,1109,C,326
J45,2022-07-01T01:55:22,361,C,81
TM25,2022-07-01T01:57:16,128,C,12
TM26,2022-07-01T01:57:07,124,C,5
TM27,2022-07-01T01:57:08,239,C,155
J37,2022-07-01T01:55:13,269,C,31
BM1,2022-07-01T01:59:07,60,C,16
BM2,2022-07-01T01:59:08,53,C,29
BM26,2022-07-01T01:58:48,460,C,320
BWM,2022-07-01T01:58:48,220,C,97
TBMT,2022-07-01T01:46:10,150,C,41
TPM,2022-07-01T01:58:45,384,C,245
U29,2022-07-01T01:58:05,338,C,308
U27,2022-07-01T01:58:31,20,C,14
U18,2022-07-01T01:58:15,312,C,68
U30,2022-07-01T01:58:12,143,C,77
EPML,2015-12-30T10:38:36,25,C,0
TE25,2022-07-01T01:58:59,298,C,112
TE3,2022-07-01T01:59:01,19,C,0
TE4,2022-07-01T01:58:50,30,C,0
U28,2022-07-01T01:58:33,15,C,14
A15,2022-07-01T01:58:21,59,C,35
BM28,2022-07-01T01:44:06,47,C,0
BM30,2022-07-01T01:48:24,46,C,0
BTM,2022-07-01T01:49:53,292,C,136
BTM2,2022-07-01T01:49:54,496,C,359
SAM2,2022-07-01T01:44:01,336,C,145
TBM2,2022-07-01T01:44:03,243,C,125
TJ34,2022-07-01T01:58:10,350,C,188
U31,2022-07-01T01:58:05,348,C,176
BL13,2022-07-01T01:58:23,413,C,174
HG10,2022-07-01T01:58:58,248,C,94
W3,2018-12-20T03:59:43,1000,C,217
BJ65,2022-07-01T01:58:10,224,C,33
CK19,2022-07-01T01:58:14,70,C,14
CK4,2022-07-01T01:58:08,10,C,1
CK42,2022-07-01T01:58:28,453,C,73
CK7,2022-07-01T01:58:30,298,C,205
TW1,2022-07-01T01:58:26,108,C,4
TW2,2022-07-01T01:58:05,355,C,56
TW3,2022-07-01T01:58:25,338,C,84
BL18M,2016-02-04T18:15:45,353,C,286
B16,2022-07-01T01:58:04,364,C,171
B17,2022-07-01T01:58:47,385,C,146
B20,2022-07-01T01:58:25,385,C,80
B42,2022-07-01T01:57:21,123,C,75
B45,2022-07-01T01:56:58,67,C,24
B6,2022-07-01T01:57:26,521,C,499
B63,2022-07-01T01:59:05,99,C,54
B65,2022-07-01T01:58:40,756,C,173
B7,2022-07-01T01:56:35,86,C,66
B70,2022-07-01T01:59:02,41,C,27
B71,2022-07-01T01:57:56,249,C,108
B7A,2022-07-01T01:58:47,129,C,106
B8,2022-07-01T01:59:02,113,C,65
B80,2022-07-01T01:55:25,250,C,233
B84,2022-07-01T01:58:47,555,C,552
B88M,2015-03-03T05:02:19,120,C,120
B90,2015-03-03T05:02:19,75,C,75
B90M,2015-03-03T05:02:19,75,C,75
CC5,2022-07-01T01:58:16,104,C,59
CC6,2022-07-01T01:57:56,41,C,39
B30,2022-07-01T01:58:57,353,C,46
B31,2022-07-01T01:58:35,415,C,177
TJ28,2022-07-01T01:58:04,755,C,420
TJ31,2022-07-01T01:58:03,833,C,289
TJ37,2019-12-01T08:28:01,384,C,384
TJSF,2018-08-28T17:22:10,842,C,829
AM16,2022-07-01T01:55:32,115,C,39
AM32,2022-07-01T01:58:19,91,C,0
BJ2,2022-07-01T01:58:22,385,C,36
CK48,2022-07-01T01:58:34,287,C,71
BE8,2022-07-01T01:58:51,544,C,269
SE11,2022-07-01T01:58:35,198,C,69
SE20,2022-07-01T01:58:59,548,C,542
SE21,2022-07-01T01:58:59,29,C,18
SE22,2022-07-01T01:58:59,20,C,7
SE23,2022-07-01T01:58:27,185,C,154
SE24,2022-07-01T01:58:44,167,C,146
SE53,2022-07-01T01:55:45,309,C,286
SM9A,2016-04-25T17:56:45,19,C,0
SM9B,2016-04-25T17:56:46,28,C,2
FR4M,2022-07-01T01:49:53,88,C,58
BJ31,2022-07-01T01:58:28,88,C,2
BJ32,2022-07-01T01:58:23,484,C,272
BJ34,2022-07-01T01:58:05,140,C,45
BJ35,2022-07-01T01:58:29,140,C,38
BJ36,2022-07-01T01:58:13,140,C,30
BJ37,2022-07-01T01:58:20,512,C,256
TP31,2022-07-01T01:57:49,50,C,0
BJ38,2022-07-01T01:58:07,216,C,101
BJ39,2022-07-01T01:58:16,550,C,319
BJ40,2022-07-01T01:58:13,585,C,210
CK38,2022-07-01T01:58:14,344,C,87
A38,2022-07-01T01:58:18,938,C,403
A43,2022-07-01T01:56:31,141,C,0
CK8,2022-07-01T01:58:28,750,C,179
CK8A,2022-07-01T01:58:28,373,C,247
CK39,2022-07-01T01:58:16,371,C,74
CK41,2022-07-01T01:58:32,444,C,135
CK46,2022-07-01T01:58:24,673,C,258
CK47,2020-11-03T08:46:36,695,C,533
SE32,2022-07-01T01:58:58,396,C,19
SE33,2022-07-01T01:57:58,302,C,10
SE39,2022-07-01T01:57:58,198,C,36
BJ43,2022-07-01T01:56:36,1004,C,604
CK22,2022-07-01T01:58:19,387,C,143
CK36,2022-07-01T01:58:12,420,C,147
CK37,2022-07-01T01:58:26,306,C,74
A25,2022-07-01T01:58:20,543,C,189
A81,2022-07-01T01:58:32,118,C,0
A82,2022-07-01T01:58:32,201,C,28
A9,2022-07-01T01:55:37,146,C,62
A98,2022-07-01T01:58:01,108,C,46
BJ55,2022-07-01T01:58:07,873,C,492
BJ56,2022-07-01T01:58:08,554,C,188
CK44,2022-07-01T01:58:17,285,C,116
CK45,2022-07-01T01:58:09,220,C,0
SE35,2022-07-01T01:58:53,300,C,75
SE38,2022-07-01T01:58:53,300,C,64
SE40,2022-07-01T01:57:54,407,C,102
BJ30,2022-07-01T01:58:06,611,C,324
CK16,2022-07-01T01:58:10,202,C,0
CK49,2022-07-01T01:58:19,767,C,315
CK50,2021-02-22T09:02:22,374,C,248
CKT1,2022-07-01T01:58:09,104,C,8
CK51,2022-07-01T01:58:20,318,C,129
CK12,2022-07-01T01:58:10,218,C,50
CK13,2022-07-01T01:58:18,326,C,67
CK17,2022-07-01T01:58:07,185,C,11
CK30,2022-07-01T01:58:12,136,C,4
CK31,2022-07-01T01:58:16,290,C,119
BJ41,2022-07-01T01:58:33,389,C,171
CK20,2022-07-01T01:58:28,931,C,302
CK23,2021-07-06T09:42:53,232,C,143
CK34,2022-07-01T01:58:22,318,C,73
CKM1,2021-07-06T09:42:54,669,C,573
BJ1,2022-07-01T01:58:16,457,C,76
BJ48,2022-07-01T01:58:10,672,C,244
CK33,2022-07-01T01:58:11,235,C,60
A37,2022-07-01T01:58:38,193,C,135
A39,2022-07-01T01:58:18,200,C,15
A68,2022-07-01T01:58:38,158,C,0
A70,2022-07-01T01:58:38,134,C,92
A71,2022-07-01T01:58:38,185,C,106
CK40,2022-07-01T01:58:32,500,C,281
A40,2022-07-01T01:56:52,520,C,268
A66,2022-07-01T01:58:32,150,C,18
A69,2022-07-01T01:57:32,476,C,294
A30,2022-07-01T01:56:45,12,C,0
AM80,2022-07-01T01:56:45,191,C,37
AM81,2022-07-01T01:56:45,222,C,106
CC7,2022-07-01T01:57:10,220,C,87
B88,2022-07-01T01:58:04,385,C,106
B71M,2016-03-09T15:26:24,253,C,252
B66,2022-07-01T01:58:01,585,C,234
B53,2022-07-01T01:57:43,197,C,5
B52,2022-07-01T01:57:10,300,C,53
B51,2022-07-01T01:55:40,322,C,108
B45B,2015-08-19T13:50:02,64,C,15
B45A,2015-08-19T13:50:01,75,C,14
B35,2022-07-01T01:58:41,197,C,45
B34,2022-07-01T01:58:10,274,C,152
B33,2022-07-01T01:56:33,129,C,48
B32,2022-07-01T01:56:33,124,C,47
KB17,2022-07-01T01:58:36,50,C,18
KB10,2022-07-01T01:58:35,164,C,84
KB11,2022-07-01T01:58:35,209,C,106
SD9,2022-07-01T01:57:46,41,C,4
W54,2022-07-01T01:59:27,267,C,73
BE23,2022-07-01T01:58:28,563,C,551
Y52M,2022-07-01T01:59:40,361,C,91
Y9,2022-07-01T01:59:34,262,C,109
Y20,2022-07-01T01:59:39,60,C,27
Y10,2022-07-01T01:59:26,1145,C,419
PM30,2022-07-01T01:55:26,351,C,45
PM3,2022-07-01T01:57:25,388,C,89
TWM3,2022-07-01T01:56:34,998,C,779
CK61,2022-07-01T01:56:36,1272,C,930
CK60,2022-07-01T01:56:35,1318,C,879
SK91,2022-07-01T01:59:41,381,C,179
SK75,2022-07-01T01:59:18,167,C,0
SK74,2022-07-01T01:59:41,225,C,87
SK88,2022-07-01T01:59:42,369,C,106
SK71,2022-07-01T01:59:34,233,C,46
SK43,2022-07-01T01:59:25,317,C,176
SK70,2022-07-01T01:59:17,162,C,16
SK92,2022-07-01T01:59:42,296,C,113
SK80,2022-07-01T01:59:18,354,C,64
SK72,2022-07-01T01:59:17,200,C,26
SK73,2022-07-01T01:59:24,208,C,87
SK83,2022-07-01T01:59:21,94,C,0
SK86,2022-07-01T01:59:18,374,C,173
SK78,2022-07-01T01:59:30,264,C,34
SK68,2022-07-01T01:59:22,233,C,70
SK3,2022-07-01T01:59:31,700,C,330
SK58,2022-07-01T01:59:43,1164,C,530
SK62,2019-11-01T10:05:39,646,C,473
SK87,2022-07-01T01:59:26,113,C,28
CK3A,2022-07-01T01:56:32,517,C,378
CK3,2022-07-01T01:56:59,282,C,65
CK55,2022-07-01T01:58:10,356,C,8
CK29,2022-07-01T01:58:13,26,C,0
CK28,2022-07-01T01:58:09,184,C,81
AM22,2022-07-01T01:58:44,289,C,88
AM20,2022-07-01T01:58:44,676,C,384
AM18,2022-07-01T01:58:15,451,C,44
A20,2022-07-01T01:58:15,83,C,0
A65,2022-07-01T01:55:08,97,C,42
A60,2022-07-01T01:56:18,517,C,199
A50,2022-07-01T01:55:22,206,C,4
HG22,2022-07-01T01:57:03,116,C,0
CK25,2022-07-01T01:58:14,183,C,73
CK24,2022-07-01T01:58:16,36,C,0
STAM,2022-07-01T01:44:00,274,C,90
AM79,2022-07-01T01:56:23,472,C,225
A34,2022-07-01T01:58:11,220,C,83
AM96,2022-07-01T01:58:56,525,C,229
A85,2022-07-01T01:58:53,89,C,89
A72,2022-07-01T01:57:32,358,C,120
A67,2022-07-01T01:58:32,717,C,245
JMSU,2018-11-30T11:23:35,1052,C,0
JMSC,2018-11-30T11:26:13,644,C,443
BMVM,2022-07-01T01:56:57,361,C,267
HE3,2022-07-01T01:44:09,148,C,0
TB2,2022-07-01T01:48:07,51,C,0
JKM,2022-07-01T01:46:24,360,C,284
JKS,2022-07-01T01:48:24,42,C,0
SPM,2022-07-01T01:49:55,719,C,525
FR2C,2022-07-01T01:48:07,256,C,148
GM1A,2022-07-01T01:48:24,414,C,245
AR5M,2022-07-01T01:46:16,419,C,221
AR9,2022-07-01T01:48:17,64,C,2
C5,2022-07-01T01:50:42,420,C,239
C9,2022-07-01T01:49:56,316,C,229
U46,2022-07-01T01:58:33,241,C,29
U15,2022-07-01T01:58:12,419,C,102
U3,2022-07-01T01:58:21,159,C,57
U32,2022-07-01T01:58:25,128,C,36
B75,2022-07-01T01:57:10,329,C,236
U38,2022-07-01T01:58:45,115,C,0
U10,2022-07-01T01:58:40,214,C,22
C8,2022-07-01T01:59:09,347,C,171
J60M,2022-07-01T01:58:13,543,C,503
J38,2022-07-01T01:58:18,27,C,7
UBKM,2022-07-01T01:57:06,343,C,189
UBK2,2022-07-01T01:57:06,287,C,53
UBK5,2022-07-01T01:54:25,143,C,58
HE8,2016-02-15T15:12:52,76,C,45
U17,2022-07-01T01:58:33,427,C,105
U4,2022-07-01T01:58:12,259,C,46
U1,2022-07-01T01:58:33,516,C,143
TGML,2022-07-01T01:58:52,4,C,3
BRBL,2022-07-01T01:58:50,12,C,11
BL18,2022-07-01T01:58:26,401,C,246
BRB1,2022-07-01T01:58:50,168,C,162
J61,2022-07-01T01:58:11,779,C,138
J73,2022-07-01T01:58:14,713,C,206
J74,2022-07-01T01:58:15,367,C,51
U39,2022-07-01T01:58:34,248,C,236
U40,2022-07-01T01:58:05,288,C,249
U41,2022-07-01T01:58:28,28,C,26
C3M,2022-07-01T01:48:09,882,C,226
C4M,2022-07-01T01:50:30,392,C,142
J70,2022-07-01T01:58:22,147,C,0
J75M,2022-07-01T01:58:13,326,C,92
JM15,2022-07-01T01:58:26,474,C,312
JM18,2022-07-01T01:58:20,559,C,274
C24,2022-07-01T01:46:10,450,C,20
C27,2022-07-01T01:48:15,16,C,3
KTM5,2022-07-01T01:44:08,512,C,208
KTM6,2019-08-01T08:03:57,252,C,248
BP2,2022-07-01T01:59:03,466,C,114
BBM3,2022-07-01T01:58:06,1214,C,452
BBM5,2022-07-01T01:58:08,951,C,335
U33,2022-07-01T01:58:15,290,C,70
U34,2022-07-01T01:58:11,303,C,54
J84M,2022-07-01T01:58:23,285,C,115
J85M,2022-07-01T01:58:27,269,C,92
Q84,2022-07-01T01:48:25,207,C,32
Q87,2022-07-01T01:50:25,430,C,272
Q89,2022-07-01T01:50:26,435,C,295
BM5,2022-07-01T01:44:04,46,C,2
TB1,2022-07-01T01:48:17,58,C,3
TB3,2022-07-01T01:44:07,154,C,7
TB9,2022-07-01T01:48:18,77,C,0
TBC3,2022-07-01T01:48:17,106,C,68
C26,2022-07-01T01:44:09,35,C,27
C25,2022-07-01T01:44:09,154,C,34
C22M,2022-07-01T01:48:15,188,C,137
JM7,2022-07-01T01:58:31,1165,C,695
JM30,2022-07-01T01:58:19,754,C,419
J72,2022-07-01T01:58:33,220,C,0
J69,2022-07-01T01:59:15,222,C,31
JM23,2019-12-01T08:16:38,793,C,227
JM19,2022-07-01T01:58:25,1176,C,448
U43,2022-07-01T01:58:18,270,C,90
U43Z,2019-07-03T03:59:43,1000,C,85
W21,2022-07-01T01:58:29,486,C,39
W24,2022-07-01T01:58:30,557,C,52
M25,2022-07-01T01:57:54,424,C,126
M3,2022-07-01T01:57:57,126,C,0
M4,2022-07-01T01:57:53,470,C,141
MM1,2022-07-01T01:57:57,176,C,67
MM2,2022-07-01T01:57:54,563,C,379
MM4,2022-07-01T01:57:57,288,C,169
UA2,2022-07-01T01:58:35,73,C,2
UA3,2022-07-01T01:58:21,245,C,31
UA5,2022-07-01T01:58:29,337,C,73
UAM1,2022-07-01T01:58:03,466,C,291
JM31,2022-07-01T01:58:14,188,C,111
BBM9,2022-07-01T01:58:11,1200,C,365
C21M,2022-07-01T01:43:56,383,C,221
U13,2022-07-01T01:58:21,661,C,141
C13M,2022-07-01T01:49:58,280,C,205
C12,2022-07-01T01:49:58,323,C,190
C14M,2022-07-01T01:51:55,212,C,115
C10,2022-07-01T01:48:16,767,C,287
BL10,2022-07-01T01:58:16,239,C,80
BL19,2022-07-01T01:58:21,369,C,149
BL3,2022-07-01T01:58:26,196,C,191
J50,2022-07-01T01:58:04,427,C,49
J60L,2022-07-01T01:58:06,10,C,6
J62,2022-07-01T01:58:14,376,C,0
J62M,2022-07-01T01:58:22,200,C,145
J63,2022-07-01T01:58:07,150,C,0
J65,2022-07-01T01:58:20,1083,C,313
J71,2022-07-01T01:58:23,450,C,0
J76M,2022-07-01T01:58:13,415,C,189
J77M,2022-07-01T01:58:29,350,C,180
J78M,2022-07-01T01:58:26,458,C,74
J79M,2022-07-01T01:58:33,337,C,97
J80M,2022-07-01T01:58:32,441,C,117
J81M,2022-07-01T01:58:28,466,C,93
J82M,2022-07-01T01:59:19,535,C,188
J83M,2022-07-01T01:58:12,121,C,0
J86M,2022-07-01T01:58:17,191,C,64
J88M,2022-07-01T01:58:21,603,C,337
J89M,2022-07-01T01:58:23,591,C,353
J98M,2022-07-01T01:58:18,489,C,293
J99M,2022-07-01T01:58:14,502,C,308
JM10,2022-07-01T01:58:23,367,C,162
JM13,2022-07-01T01:58:18,1061,C,588
JM22,2022-07-01T01:58:08,538,C,266
JM25,2022-07-01T01:58:11,505,C,275
JM28,2022-07-01T01:58:16,1302,C,812
JM29,2021-03-08T07:44:02,641,C,387
TBM3,2022-07-01T01:48:14,385,C,308
TBM4,2022-07-01T01:46:09,503,C,305
BJ49,2022-07-01T01:56:32,4443,C,3566
Y11,2022-07-01T01:59:19,678,C,205
Y8,2022-07-01T01:59:23,697,C,287
Y13,2022-07-01T01:59:17,262,C,53
Y3,2022-07-01T01:59:17,403,C,78
Y3M,2022-07-01T01:59:36,206,C,51
Y39,2022-07-01T01:59:34,225,C,45
MPS,2021-02-05T09:25:47,31,C,10
Y48,2022-07-01T01:57:22,485,C,89
Y48M,2022-07-01T01:57:22,257,C,154
Y15,2022-07-01T01:59:31,335,C,116
Y4,2022-07-01T01:59:42,807,C,172
Y27,2022-07-01T01:59:30,286,C,76
Y49,2022-07-01T01:58:35,566,C,104
Y21M,2022-07-01T01:59:37,367,C,156
Y28,2022-07-01T01:59:41,297,C,102
Y28M,2022-07-01T01:59:42,375,C,240
Y33,2022-07-01T01:59:22,101,C,12
Y49M,2022-07-01T01:57:37,267,C,182
Y49L,2022-07-01T01:57:37,27,C,2
Y49HV,2016-02-15T21:52:35,3,C,28
Y7,2022-07-01T01:59:42,667,C,181
Y57,2022-07-01T01:56:15,18,C,0
Y21,2022-07-01T01:59:40,77,C,31
SB19,2022-07-01T01:59:26,789,C,376
SB24,2021-03-16T09:49:04,387,C,202
S19L,2021-03-16T09:49:04,4,C,3
S24L,2021-03-16T09:49:04,2,C,0
SB2,2022-07-01T01:59:33,383,C,211
SB16,2022-07-01T01:59:17,714,C,451
SB26,2022-07-01T01:59:28,1401,C,782
SB27,2021-06-30T09:29:09,395,C,283
SB28,2021-06-30T09:29:09,498,C,341
SB28L,2016-02-25T22:52:35,8,C,8
SB3,2022-07-01T01:59:32,359,C,152
SB15,2022-07-01T01:59:43,1549,C,1011
S15L,2020-04-01T09:24:04,15,C,12
SB4,2022-07-01T01:59:44,272,C,152
SB5,2022-07-01T01:59:44,395,C,194
SB18,2020-04-01T09:20:04,644,C,401
SB21,2022-07-01T01:59:27,1454,C,765
SB29,2022-07-01T01:59:22,628,C,383
SB30,2022-07-01T01:59:42,922,C,701
SB31,2022-07-01T01:59:30,202,C,68
SB23,2022-07-01T01:59:28,550,C,300
SB22,2022-07-01T01:59:19,715,C,410
SB34,2022-07-01T01:59:20,63,C,3
SK36,2022-07-01T01:59:27,1336,C,702
SK37,2021-05-21T08:39:13,538,C,342
SK42,2021-05-21T08:39:13,465,C,286
SK23,2022-07-01T01:59:36,674,C,388
SK10,2022-07-01T01:59:23,394,C,171
SK19,2022-07-01T01:59:33,609,C,236
SK20,2021-01-08T08:45:23,283,C,188
SK11,2022-07-01T01:59:21,362,C,140
SK45,2022-07-01T01:59:42,556,C,282
SK4,2022-07-01T01:59:40,593,C,328
SK77,2022-07-01T01:59:45,412,C,59
SK16,2022-07-01T01:59:32,429,C,187
SK63,2022-07-01T01:59:34,494,C,229
SK7,2022-07-01T01:59:32,539,C,325
MR4,2022-07-01T01:58:16,35,C,8
CR7,2022-07-01T01:58:15,183,C,58
KB4,2022-07-01T01:56:18,408,C,189
JRM,2022-07-01T01:55:55,280,C,150
SD5,2022-07-01T01:56:35,64,C,29
KB12,2022-07-01T01:58:36,181,C,83
UBK4,2022-07-01T01:54:02,53,C,9
SD2,2022-07-01T01:58:26,29,C,0
SDM2,2022-07-01T01:58:26,135,C,37
MR567,2016-02-15T21:52:35,38,C,94
SG3,2022-07-01T01:58:38,143,C,24
NBRM,2022-07-01T01:58:21,395,C,280
SG2,2022-07-01T01:58:38,103,C,29
SDM,2022-07-01T01:56:50,192,C,168
SD3,2022-07-01T01:58:27,102,C,80
W107,2022-07-01T01:59:44,50,C,0
